test_case,resource_id,resource_title,resource_description,resource_type,resource_source,resource_category,resource_topics,resource_recommend_if,resource_state,resource_organization,resource_default_navigator_note,similarity_score
Find a parent support group,20,5 Reasons Parents Play a Key Role in the IEP Process,A quick and reassuring read about why parents belong in the room with at least equal standing at IEP meetings. ,Article,https://www.understood.org/en/articles/playing-a-role-in-the-iep-process,School Supports,"Parenting, IEP",Parents are unsure of or not confident about their role in the IEP process for their child(ren).,,,,0.3732
Find a parent support group,38,Healthy Lincoln County,"Nonprofit organization serving Lincoln County with a mission to build healthy, thriving communities. They offer Substance Use Prevention services, nutrition education, and meals programs.",Organization,https://www.healthylincolncounty.org/,Social Services,"Substance Abuse, Nutrition Education, Food Assistance",Parents have children in Maine's Lincoln County and are looking for healthcare or social support services,,,,0.3723
Find a parent support group,36,Penquis Community Action Program,"Nonprofit organization serving Penobscot, Piscataquis, and Knox Counties with a mission to prevent, reduce, or eliminate poverty. Offering programs and initiatives that serve this mission by helping individuals and families with basic needs such as child care, parent coaching, and resource-finding for healthcare, disability care, ageing, and social services.",Organization,https://www.penquis.org/who-we-are/,Social Services,,"Parents are in Maine's Penobscot, Piscataquis, or Knox Counties and are looking for social supports and services for themselves or their children",,,,0.3649
Find a parent support group,24,"8 Steps to Better IEP Meetings: Play Hearts, Not Poker",Tactical guide for parents participating in the IEP process.,Article,https://www.wrightslaw.com/advoc/articles/iep.bollero.hearts.htm,School Supports,"IEP, IEP dynamics, parenting, caregiving",Parents are unsure of or not confident about the interpersonal dynamics of the IEP process.,,,,0.3635
Find a parent support group,65,ADDitude Magazine,A popular periodical with helpful articles and tips for parenting children with ADHD and living with ADHD as an adult,Website,https://www.additudemag.com/,Neurodiversity,"ADHD, IEP, Parenting",Parents are seeking help with raising a child with ADHD or have ADHD themselves,,ADDitude Magazine,,0.3627
Find a parent support group,40,Healthy Oxford Hills,Nonprofit community organization serving Oxford County with a mission to improve the quality of life for county residents.,Organization,https://www.mainehealth.org/mainehealth-stephens-hospital/healthy-communities-mainehealth-stephens-hospital/healthy-oxford-hills-mainehealth-stephens-hospital,Social Services,,Parents have children in Maine's Oxford County and are looking for health and social services or support,,,,0.3622
Find a parent support group,64,Raising Arizona Kids,Directory of schools designed specifically for children with different types of special needs,Website,https://www.raisingarizonakids.com/special-needs-schools-arizona/,School Supports,"Neurodiversity, Education, IEP, Special education",Arizona students with mental health and neurodevelopmental disorders need alternatives to the public school they are in,Arizona,"Raising Arizona Kids, Inc.",,0.3504
Find a parent support group,26,How to Handle Disagreements at IEP Meetings (or Playing 20 Questions with the Devil),"Tactics for making parent requests, assessing progress, and making adjustments in the IEP process.",Article,https://www.wrightslaw.com/advoc/guest/Kerr_Meetings_Progess.htm,School Supports,"IEP strategies, IEP process, IEP, Parenting, Caregiving","Parents need guidance on how to be firm about requests, progress monitoring, and making adjustments to their child's IEP.",,,,0.3484
Find a parent support group,17,Cornerstones of Maine,"Young adult residential, transitional living, and aftercare programs with residences in Biddeford, Kennebunkport, and Portland",Program,https://cornerstonesofmaine.com/,Transitions,,"Young adults are in need of 24/7 care, supervised living after residential care, or are struggling to ""launch"" ",,,,0.3402
Find a parent support group,50,Office of Special Education Programs,"Programs improving results for infants, toddlers, children and youth with disabilities ages birth through 21 by providing leadership and financial support to assist states and local districts.",Website,https://www.ed.gov/about/ed-offices/osers/osep,School Supports,"Special Education, Programs, Caregiving",For parents looking for programs to help support children with disability. ,,U.S. Department of Education,,0.3399
Find a parent support group,21,Is Your Child Making Progress in Special Ed?,A brief article about progress monitoring and requesting adjustments when needed.,Article,https://www.wrightslaw.com/blog/is-your-child-making-progress-in-special-ed/,School Supports,"IEP, Caregiving",Parents are unsure of or not confident about timely progress from their child's IEP.,,,,0.3393
Find a parent support group,63,Shine Advocacy,Collective of educational advocates serving families in AZ,Organization,https://shineadvocacy.com/meet-our-team/,School Supports,"education, IEP, advocacy",Parents are in Arizona and have an IEP for their child/children in Arizona schools,Arizona,Shine Advocacy,,0.336
Find a parent support group,8,Knox Clinic | Mental Health Services,"In-person and virtual counseling, short-term behavioral health support, and health management sessions in Rockland, ME.",Program,https://knoxclinic.org/about-us/your-mid-coast-health-net/,Treatment,"Therapy, Mental Health","For parents near Rockland, ME who are looking for mental health services",,,,0.335
Find a parent support group,66,Goblin Tools,"Website with handy tools and tips for helping with executive function and social challenges. Good for breaking down tasks, refining conversational and text tone, more",Tool,https://goblin.tools/,Neurodiversity,"Social challenges, ADHD, SPCD, PDA, Executive function",Parents have a child(ren) with executive function or social challenges,,Goblin Tools,,0.3349
Find a parent support group,16,Amble Therapy,"Mental health counseling for teen and young adult Mainers seeking relief from anxiety, trauma, and burnout. Services include (but don't have to be) ""Walk & Talk"" therapy, where therapeutic modalities are incorporated while you enjoy and connect to the outdoors. Based in Portland, ME. In-person and remote offerings",Program,https://www.ambletherapy.com/,Treatment,,"Young adults or parents of teens are seeking therapy to address anxiety, trauma, and/or burnout. Does not accept insurance.",,,,0.3318
Find a parent support group,4,MaineHealth Behavioral Health,"Locations of MaineHealth's behavioral health services, where you can find access to mental health care and other behavioral health services.",Program,https://www.mainehealth.org/care-services/behavioral-health-care,Treatment,"Mental Health, Therapy",For parents of children in Maine looking for mental and behavioral health care services,,,,0.3285
Find a parent support group,23,"Doing Your Homework: Your Child's IEP, Your State's Standards and Progress in the General Education Curriculum",What parents should know and lean on when assessing their child's baseline performance and IEP progress goals.,Article,https://www.wrightslaw.com/heath/progress.curriculum.htm,School Supports,"IEP, IEP progress, Caregiving, IEP goals","Parents are unsure of or not confident about their role in the IEP process for their child(ren), or when parents need information about how IEP assessments and goals should be established.",,,,0.3261
Find a parent support group,54,IDEA ,Directory of IDEA (Individuals with Disabilities Education Act) topics.,Website,https://search.usa.gov/search?utf8=✓&affiliate=ncd-gov&query=IDEA,School Supports,"Directories, Self-Education, Disability",Parents want to learn more about IDEA topics and federal monitoring. ,,National Council on Disability ,,0.3236
Find a parent support group,32,Training: Maine DHHS & DOE School-Based Services Guidance,Approximately 1-hr video on School-Based special education services with Q&A featuring leaders from MaineCare and the Maine Department of Education.,Video,https://www.mpf.org/dhhs-mdoe-school-based-guidance/,School Supports,,"When parents are from Maine and their child has an IEP, or they are considering or should consider requesting one",,Maine Parent Federation,,0.3221
Find a parent support group,5,Brighter Heights Maine | Behavioral Health,"Outpatient therapy, Case Management, Daily Living Skills, Medication Management, and Substance Use Counseling in Maine for children and adults. They accept MaineCare and self-pay only. Locations in Rockland, Yarmouth, Bangor, and Belfast.",Program,https://www.bh-maine.com/program/behavioral-health/,Treatment,"Mental Health, Therapy, Substance Use Counseling, Case Management","For parents in Maine near Rockland, Yarmouth, Bangor, or Belfast who have MaineCare and have children struggling with mental health or substance abuse challenges.",,,,0.3186
Find a parent support group,48,Office of Special Education and Rehabilitative Services ,"Programs and resources to improve early childhood, educational, and employment outcomes and raise expectations for all people with disabilities, their families, their communities, and the nation.",Website,https://www.ed.gov/about/ed-offices/osers,School Supports,"Programs, Disability, Caregiving",For families who are facing challenges with someone with a disability. ,,U.S. Department of Education,,0.3179
Find a parent support group,55,Special Education & Advocacy,Up-to-date information about special education law and advocacy for children with disabilities.,Website,https://www.wrightslaw.com,School Supports,"Laws, Disability",Parents want information about the most recent acts in special education law and learn about advocacy. ,,Wrightslaw,,0.3156
Find a parent support group,71,Apraxia Kids,"An organization dedicated to helping children and families cope with childhood apraxia of speech, a condition where the child generally understands language and knows what they want to say, but has trouble forming the words to verbalize it to others",Organization,https://www.apraxia-kids.org/,Social Services,"speech disorder, communication disorder",,,Apraxia kids,"This site has information, resources, and parent groups for families with children diagnosed with childhood apraxia of speech.",0.3113
Find a parent support group,1,OPI Life Coaching ,Life coaching program for young adults who are stuck in unproductive thoughts and behaviors which interfere with their health and ability to be self-reliant.,Website,https://www.optimumperformanceinstitute.com/young-adult-treatment/independent-living-program/life-coaching/,Transitions,"Young Adults, Career, Self-discovery","Young adults who are looking for career and life coaching, self-discovery help, and who might be resistant to traditional therapy.",,,,0.3112
Find a parent support group,9,Virtual Recovery Resources | SAMHSA,"A PDF list of virtual recovery programs and resources for a wide variety of challenges, including Alcohol Abuse, Marijuana Abuse, Mental Illness, and other.",Article,https://www.samhsa.gov/sites/default/files/virtual-recovery-resources.pdf,Treatment,"Substance Abuse, Recovery, Mental Health, Virtual Programs",For young adults struggling with substance abuse,,,,0.3074
Find a parent support group,68,What is a 504 Plan?,Helpful text description and 4-minute video about what a 504 plan is and how it is implemented to help your child learn at school.,Article,https://www.understood.org/en/articles/what-is-a-504-plan,School Supports,"ADHD, 504 plan, Accomodations",Parents have a child with ADHD or learning disability and wish to optimize their child's school environment,,Understood.org,,0.3011
Find a parent support group,35,"Dr. Alexis Wilbert, Psy.D.","Psychologist specializing in treating youth with eating disorders, anxiety, and perfectionism. Telehealth practice only. Private-pay, out-of-network provider.",Program,https://www.dralexiswilbert.com/,Treatment,,"Parents have children in Maine who need treatment for eating disorders, anxiety, or perfectionism.",,,,0.2998
Find a parent support group,46,Developmental Milestones,Learn more about milestones throughout child development from 2 months to 5 years provided by the CDC.,Website,https://www.cdc.gov/act-early/milestones/?CDC_AAref_Val=https://www.cdc.gov/ncbddd/actearly/milestones/index.html,Neurodiversity,"Parenting, Development",For parents wondering what milestones they should be looking for throughout their child's development. ,,CDC,,0.2968
Find a parent support group,6,Brighter Heights Maine | Residential Housing,Providing homes that support adults living with developmental disabilities and qualify for housing through MaineCare Section 21 waiver. Locations in Westbrook and Winthrop.,Program,https://www.bh-maine.com/program/residential-housing/,Social Services,"Housing, Transitions",For parents near Westbrook and Winthrop in Maine who are looking for residential care for their children with developmental disabilities.,,,,0.2959
Find a parent support group,2,Ikigai Overview,"A framework for thinking about life's purpose, meaning, and your place in it",Article,https://psychsafety.com/ikigai/,Transitions,"Self-discovery, Young Adults, Transitions","For caregivers of young adult children who are struggling with career decisions, life decisions, or existential questions",,,,0.2937
Find a parent support group,37,Kennebec Valley Community Action Program (KVCAP),"Nonprofit organization serving Kennebec, Lincoln, Sagadahoc, and Somerset Counties with a mission to prevent, reduce, or end poverty. Helps families find community-based services for living.",Organization,https://www.kvcap.org/,Social Services,,"Parents have children in Maine's Kennebec, Lincoln, Sagadahoc, or Somerset Counties and are looking for support services",,,,0.2895
Find a parent support group,61,"Adult Mental Health, Know When to get Help","Help understanding how mental health conditions are identified in adults - Patterns in thoughts, feelings and behaviors can suggest when to get help for yourself or someone you care about.",Article,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/mental-health/art-20044098,Mental Health,"Adults, Self-Discovery",Those who need help understanding how mental health conditions are identified in adults.,,Mayo Clinic,,0.289
Find a parent support group,30,Education is Special ,A 55-minute video about the special education process and system in Maine,Video,https://www.mpf.org/education-is-special-a-guide-to-special-education-in-maine/,School Supports,,"When parents are from Maine and their child has an IEP, or they are considering or should consider applying for special education for their child",,Maine Parent Federation,,0.2882
Find a parent support group,70,Northern Light Health Behavioral Health Services,"A directory of services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",Program,https://northernlighthealth.org/BehavioralServices,Treatment,"mental health, neurodevelopmental, behavioral health, diagnosis, treatment, groups",,Maine,Northern Light Health,"This is a directory of behavioral health services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",0.2875
Find a parent support group,14,Alcohol Use Disorder | Standard of Care,"An article describing the standard of care treatment for Alcohol Use Disorder, which includes recommended treatment for varying levels of severity of Alcohol Use Disorder.",Article,https://www.ncbi.nlm.nih.gov/books/NBK561234/,Treatment,"Alcohol Use Disorder, Substance Abuse, Treatment",For parents of young adults with alcohol use disorder looking to better understand treatment options,,,,0.2858
Find a parent support group,13,Adult ADHD | Standards of Care,An article describing the standards of care for ADHD and includes the evidence-based treatment approaches that you should be considering for a young adult with ADHD,Article,https://www.aafp.org/family-physician/patient-care/prevention-wellness/emotional-wellbeing/adhd-toolkit/treatment-and-management.html,Treatment,"ADHD, Treatment, Young Adults",For parents with ADHD or who have young adults with ADHD who want to better informed about treatment options,,,,0.2845
Find a parent support group,72,Communication for a Lifetime,"The link provided takes you to the public-facing resources, including learning materials and provider directories, offered by the US's professional association of healthcare providers who serve people with speech, language, and hearing disorders. ",Website,https://www.asha.org/public/,Neurodiversity,"communication disorder, speech, hearing",,,American Speech-Language-Hearing Association (ASHA),"This is full of useful information about communication disorders, including hearing impairment, and has links to providers throughout the US. ",0.2845
Find a parent support group,58,Due Process Case Outcomes,Hearings of alleged violations of the IDEA requirements with case decisions. ,Tool,https://www.maine.gov/doe/learning/specialed/dueprocess/decisions,School Supports,Self-Education,Those who want to learn about violations of IDEA and what to look out for. ,Maine,Maine Department of Education,,0.282
Find a parent support group,31,Training: Transition to Kindergarten,A 45-minute video about what to expect and how to proactively parent when your child is undergoing one of their major developmental milestones - the transition from preschool years to kindergarten!,Video,https://www.mpf.org/transition-to-kindergarten/,Transitions,,Child is between 3 and 6 years old,,Maine Parent Federation,,0.2736
Find a parent support group,53,Insurance Requirements for Children with ASD,Current practice requirements and regulations state-by-state compilation of state insurance mandates. ,Website,https://www.asha.org/advocacy/state/,Insurance,"Self-Education, Policies",Parents want more information about insurance mandates for children with ASD.,Maine,American Speech-Language-Hearing Association ,,0.2727
Find a parent support group,51,Special Education Laws & Regulations,Laws and regulations based upon individuals with disabilities related to education. ,Website,https://www.maine.gov/doe/cds/muser,School Supports,"Self-Education, Disability, Laws",Parents who want to learn more about laws and regulations about special education for those with disability.,Maine,Maine Department of Education,,0.2707
Find a parent support group,57,Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR),"Resources and text about mental disorders (DSM-5-TR) with review of the impact of racism and discrimination on the diagnosis and manifestations of mental disorders. It helps define and classify mental disorders, which can improve diagnoses, treatment, and research.",Tool,https://www.psychiatry.org/psychiatrists/practice/dsm,Mental Health,"Disorders, Directories",Parents who want to learn more about (DSM-5-TR).,,American Psychiatric Association ,,0.2692
Find a parent support group,22,Is your PLOP a Flop?,Brief blog post about formal establishment of a student's baseline performance and how it relates to subsequent IEP progress monitoring.,Article,https://www.wrightslaw.com/blog/is-your-plop-a-flop/,School Supports,"IEP, Progress Monitoring, Caregiving",Parents are unsure of or not confident about progress from their child's IEP.,,,,0.2688
Find a parent support group,12,Overview of Neurodevelopmental Disorders,Neurodevelopmental disorders refers to a group of disorders that begin in childhood. They affect the development and function of the brain. They may impact a child's interactions or functioning at home or school or in the community.  This article defines what a neurodevelopmental disorder is and the different types.,Article,https://www.psychiatry.org/patients-families/neurodevelopment-disorders,Neurodiversity,"Neurodevelopmental Disorders, Autism, ADHD, Self-education",For parents of children with neurodevelopmental disorders who are working on better understanding their child's diagnosis better,,,,0.2681
Find a parent support group,52,Maine Department of Education,"Homepage to Maine DOE with resources for Maine students, event calendars, and news articles. ",Website,https://www.maine.gov/doe/home,School Supports,"Self-Education, Self-Discovery",Parents who are looking for educational resources and events within Maine. ,Maine,Maine Department of Education,,0.2634
Find a parent support group,29,Training: Katie Beckett Waiver,Pre-recorded 33-minute video about the Katie Beckett Waiver and how to apply.,Video,https://www.mpf.org/katie-beckett-medical-waiver/,Insurance,,"When parents are from Maine and their income is a barrier to Medicaid eligibility for the family, but their child has a qualifying disability",,Maine Parent Federation,,0.2535
Find a parent support group,60,American Society of Addiction Medicine (ASAM) Care Levels,"Comprehensive set of standards for placement, continued service, and transfer of patients with addiction and co-occurring conditions.",Website,https://www.asam.org/asam-criteria/about-the-asam-criteria,Substance Abuse,Addiction,Those who want to learn about addiction and standards for placement and care of patients. ,,American Society of Addiction Medicine ,,0.2478
Find a parent support group,45,Rural Mental Health,Learning about the struggles and challenges of mental health in rural communities and frequently asked questions about mental health resources in these areas. ,Website,https://www.ruralhealthinfo.org/topics/mental-health,Mental Health,"Suicide, Statistics",Those facing mental health struggles who live in rural areas. ,,Rural Health Information Hub,,0.2438
Find a parent support group,3,How to Ikigai | TedX,"A great speech by the author of ""How to Ikigai"" that provides a clear roadmap for finding your Ikigai in a motivational way",Video,https://www.youtube.com/watch?v=pk-PcJS2QaU,Transitions,"Self-discovery, Young Adults, Transitions","For caregivers of young adult children who are struggling with career decisions, life decisions, or existential questions",,,,0.2373
Find a parent support group,27,"MaineCare Enrollment, Katie Beckett Waiver Option",State website describing the Katie Beckett Waiver and eligibility with a practical 'roadmap' to follow for applying.,Website,https://www.maine.gov/dhhs/ocfs/support-for-families/childrens-behavioral-health/katie-beckett-option,Insurance,,"When parents are from Maine and their income is a barrier to Medicaid eligibility for the family, but their child has a qualifying disability",,Maine Department of Health & Human Services,,0.2262
Find a parent support group,59,A Guide To Finding Insurance at 26‌,"Kaiser Family Foundation report on the health insurance ""cliff"" at age 26 and tips about shopping for an insurance plan based on the advice of policy experts.",Article,https://kffhealthnews.org/news/article/guide-find-insurance-at-age-26/?utm_campaign=KHN%20-%20Weekly%20Edition&utm_medium=email&_hsenc=p2ANqtz-8kFy927NYN3nhw7w5QyLqCbSswOkSdAEtE-drALlZYfLybZl68bAV6D5SsX5LNK0ybXi1hVQ2HRykoyQ6_656GniTlFg&_hsmi=376099477&utm_content=376099477&utm_source=hs_email,Insurance,Insurance,Those who need help finding the right insurance plan for them and don't know where to start. ,,KFF Health News,,0.225
Find a parent support group,10,What is Neurodiversity? | Harvard Medical,"An article describing Neurodiversity, which describes the idea that people experience and interact with the world around them in many different ways; there is no one ""right"" way of thinking, learning, and behaving, and differences are not viewed as deficits.",Article,https://www.health.harvard.edu/blog/what-is-neurodiversity-202111232645,Neurodiversity,"Neurodiversity, Neurodevelopmental",For parents who are new to the term neurodiversity or have a child that is neurodiverse but is struggling to understand what that means,,,,0.2165
Find a parent support group,47,Healthy People 2030 Objectives & Data,Health objectives chosen based on national data to improve health and the well-being nationwide. ,Website,https://odphp.health.gov/healthypeople/objectives-and-data,Mental Health,"Progress Monitoring, Self-Education",Parents looking for data and health objectives based on recent U.S. trends. ,,Office of Disease Prevention & Health Promotion,,0.2144
Find a parent support group,43,MaineCare Benefits Manual,Links to chapters for Maine medical assistance and services provided by the Department of Health and Human Services. ,Website,https://www.maine.gov/sos/rulemaking/agency-rules/mainecare-benefits-manual,Insurance,Directories,Wanting more information about specific areas in MaineCare benefits and services,Maine,Department of the Secretary of State,,0.206
Find a parent support group,11,Video | What is Neurodiversity?,"A simple explainer video that describes Neurodiversity. People experience and interact with the world around them in many different ways; there is no one ""right"" way of thinking, learning, and behaving, and differences are not viewed as deficits.",Video,https://www.youtube.com/watch?v=xsfml3yVh1g&t=3s,Neurodiversity,"Neurodiversity, Neurodevelopmental",For parents who are new to the term neurodiversity or have a child that is neurodiverse but is struggling to understand what that means,,,,0.2058
Find a parent support group,44,Rural Mental Health Care in the U.S. ,The history of rural mental health care in the U.S. from 2006-2022. Provides an overview of the field and an annotated bibliography. ,Article,https://www.wiche.edu/wp-content/uploads/2024/05/WCE_RuralMentalHealth_050824_FullDoc.pdf,Mental Health,"Mental Health, Substance Use","Wanting to learn about rural mental health and the development of researching, policymaking, and service providing. ",,WICHE,,0.1653
Get an IEP from school,25,"How to Use a ""Parent IEP Attachment""","A useful tactic for recording parent IEP requests, the school's response, and outcomes. ",Article,https://www.wrightslaw.com/advoc/tips/Judy_IEP_Attachment.html,School Supports,"IEP, IEP strategies, parenting, caregiving",When parents want to make requests for their child's IEP or when they have made requests and are frustrated with the results.,,,,0.5981
Get an IEP from school,26,How to Handle Disagreements at IEP Meetings (or Playing 20 Questions with the Devil),"Tactics for making parent requests, assessing progress, and making adjustments in the IEP process.",Article,https://www.wrightslaw.com/advoc/guest/Kerr_Meetings_Progess.htm,School Supports,"IEP strategies, IEP process, IEP, Parenting, Caregiving","Parents need guidance on how to be firm about requests, progress monitoring, and making adjustments to their child's IEP.",,,,0.5797
Get an IEP from school,23,"Doing Your Homework: Your Child's IEP, Your State's Standards and Progress in the General Education Curriculum",What parents should know and lean on when assessing their child's baseline performance and IEP progress goals.,Article,https://www.wrightslaw.com/heath/progress.curriculum.htm,School Supports,"IEP, IEP progress, Caregiving, IEP goals","Parents are unsure of or not confident about their role in the IEP process for their child(ren), or when parents need information about how IEP assessments and goals should be established.",,,,0.5691
Get an IEP from school,24,"8 Steps to Better IEP Meetings: Play Hearts, Not Poker",Tactical guide for parents participating in the IEP process.,Article,https://www.wrightslaw.com/advoc/articles/iep.bollero.hearts.htm,School Supports,"IEP, IEP dynamics, parenting, caregiving",Parents are unsure of or not confident about the interpersonal dynamics of the IEP process.,,,,0.5559
Get an IEP from school,20,5 Reasons Parents Play a Key Role in the IEP Process,A quick and reassuring read about why parents belong in the room with at least equal standing at IEP meetings. ,Article,https://www.understood.org/en/articles/playing-a-role-in-the-iep-process,School Supports,"Parenting, IEP",Parents are unsure of or not confident about their role in the IEP process for their child(ren).,,,,0.5453
Get an IEP from school,21,Is Your Child Making Progress in Special Ed?,A brief article about progress monitoring and requesting adjustments when needed.,Article,https://www.wrightslaw.com/blog/is-your-child-making-progress-in-special-ed/,School Supports,"IEP, Caregiving",Parents are unsure of or not confident about timely progress from their child's IEP.,,,,0.5352
Get an IEP from school,58,Due Process Case Outcomes,Hearings of alleged violations of the IDEA requirements with case decisions. ,Tool,https://www.maine.gov/doe/learning/specialed/dueprocess/decisions,School Supports,Self-Education,Those who want to learn about violations of IDEA and what to look out for. ,Maine,Maine Department of Education,,0.4656
Get an IEP from school,32,Training: Maine DHHS & DOE School-Based Services Guidance,Approximately 1-hr video on School-Based special education services with Q&A featuring leaders from MaineCare and the Maine Department of Education.,Video,https://www.mpf.org/dhhs-mdoe-school-based-guidance/,School Supports,,"When parents are from Maine and their child has an IEP, or they are considering or should consider requesting one",,Maine Parent Federation,,0.4541
Get an IEP from school,30,Education is Special ,A 55-minute video about the special education process and system in Maine,Video,https://www.mpf.org/education-is-special-a-guide-to-special-education-in-maine/,School Supports,,"When parents are from Maine and their child has an IEP, or they are considering or should consider applying for special education for their child",,Maine Parent Federation,,0.4514
Get an IEP from school,54,IDEA ,Directory of IDEA (Individuals with Disabilities Education Act) topics.,Website,https://search.usa.gov/search?utf8=✓&affiliate=ncd-gov&query=IDEA,School Supports,"Directories, Self-Education, Disability",Parents want to learn more about IDEA topics and federal monitoring. ,,National Council on Disability ,,0.4417
Get an IEP from school,33,Maine Parent Federation,"Organization sponsored by the federal Department of Education Office of Special Education Services to provide information and resources to parents of children with disabilities recognized under the Individuals with Disabilities Education Act (i.e., IDEA) and/or the Rehabilitation Act Section 504. Specializing in disabilities commonly recognized as qualifying for special education or '504 Plan' Accommodations and other state services.",Organization,https://www.mpf.org/,Social Services,,"When parents are from Maine and their child has an IEP or 504 Plan, or they are considering or should consider requesting one",,,,0.4396
Get an IEP from school,22,Is your PLOP a Flop?,Brief blog post about formal establishment of a student's baseline performance and how it relates to subsequent IEP progress monitoring.,Article,https://www.wrightslaw.com/blog/is-your-plop-a-flop/,School Supports,"IEP, Progress Monitoring, Caregiving",Parents are unsure of or not confident about progress from their child's IEP.,,,,0.4298
Get an IEP from school,68,What is a 504 Plan?,Helpful text description and 4-minute video about what a 504 plan is and how it is implemented to help your child learn at school.,Article,https://www.understood.org/en/articles/what-is-a-504-plan,School Supports,"ADHD, 504 plan, Accomodations",Parents have a child with ADHD or learning disability and wish to optimize their child's school environment,,Understood.org,,0.4191
Get an IEP from school,63,Shine Advocacy,Collective of educational advocates serving families in AZ,Organization,https://shineadvocacy.com/meet-our-team/,School Supports,"education, IEP, advocacy",Parents are in Arizona and have an IEP for their child/children in Arizona schools,Arizona,Shine Advocacy,,0.3877
Get an IEP from school,50,Office of Special Education Programs,"Programs improving results for infants, toddlers, children and youth with disabilities ages birth through 21 by providing leadership and financial support to assist states and local districts.",Website,https://www.ed.gov/about/ed-offices/osers/osep,School Supports,"Special Education, Programs, Caregiving",For parents looking for programs to help support children with disability. ,,U.S. Department of Education,,0.3791
Get an IEP from school,55,Special Education & Advocacy,Up-to-date information about special education law and advocacy for children with disabilities.,Website,https://www.wrightslaw.com,School Supports,"Laws, Disability",Parents want information about the most recent acts in special education law and learn about advocacy. ,,Wrightslaw,,0.3703
Get an IEP from school,48,Office of Special Education and Rehabilitative Services ,"Programs and resources to improve early childhood, educational, and employment outcomes and raise expectations for all people with disabilities, their families, their communities, and the nation.",Website,https://www.ed.gov/about/ed-offices/osers,School Supports,"Programs, Disability, Caregiving",For families who are facing challenges with someone with a disability. ,,U.S. Department of Education,,0.3699
Get an IEP from school,64,Raising Arizona Kids,Directory of schools designed specifically for children with different types of special needs,Website,https://www.raisingarizonakids.com/special-needs-schools-arizona/,School Supports,"Neurodiversity, Education, IEP, Special education",Arizona students with mental health and neurodevelopmental disorders need alternatives to the public school they are in,Arizona,"Raising Arizona Kids, Inc.",,0.3439
Get an IEP from school,51,Special Education Laws & Regulations,Laws and regulations based upon individuals with disabilities related to education. ,Website,https://www.maine.gov/doe/cds/muser,School Supports,"Self-Education, Disability, Laws",Parents who want to learn more about laws and regulations about special education for those with disability.,Maine,Maine Department of Education,,0.3433
Get an IEP from school,69,PEERS - Program for the Education and Enrichment of Relational Skills,"[This is a fee-based service] Online, evidence-based therapist-facilitated group sessions to help teens, young adults, and adults learn social skills to help them develop healthy friendships, dating strategies, and improved confidence and success with other interpersonal interactions. Focus is on social growth, not ""masking.""",Program,https://sgroups.com/peers-ucla/,Treatment,"Social Pragmatic Communication Disorder, SPCD, ADHD, ASD, Neurodiversity, Friendships, Dating, Interpersonal skills","Parents have a teen, young adult, or adult child who has been diagnosed with ASD, SPCD, ADHD, or identifies as neurodiverse and has trouble in social settings",,"SGroups, UCLA - PEERS",,0.3087
Get an IEP from school,53,Insurance Requirements for Children with ASD,Current practice requirements and regulations state-by-state compilation of state insurance mandates. ,Website,https://www.asha.org/advocacy/state/,Insurance,"Self-Education, Policies",Parents want more information about insurance mandates for children with ASD.,Maine,American Speech-Language-Hearing Association ,,0.2995
Get an IEP from school,52,Maine Department of Education,"Homepage to Maine DOE with resources for Maine students, event calendars, and news articles. ",Website,https://www.maine.gov/doe/home,School Supports,"Self-Education, Self-Discovery",Parents who are looking for educational resources and events within Maine. ,Maine,Maine Department of Education,,0.2771
Get an IEP from school,29,Training: Katie Beckett Waiver,Pre-recorded 33-minute video about the Katie Beckett Waiver and how to apply.,Video,https://www.mpf.org/katie-beckett-medical-waiver/,Insurance,,"When parents are from Maine and their income is a barrier to Medicaid eligibility for the family, but their child has a qualifying disability",,Maine Parent Federation,,0.2707
Get an IEP from school,27,"MaineCare Enrollment, Katie Beckett Waiver Option",State website describing the Katie Beckett Waiver and eligibility with a practical 'roadmap' to follow for applying.,Website,https://www.maine.gov/dhhs/ocfs/support-for-families/childrens-behavioral-health/katie-beckett-option,Insurance,,"When parents are from Maine and their income is a barrier to Medicaid eligibility for the family, but their child has a qualifying disability",,Maine Department of Health & Human Services,,0.2577
Get an IEP from school,18,How to find a provider toolkit,"A toolkit PDF created by NAMI Maine that describes the different types of providers, questions to ask providers, and where to get started",Document,https://drive.google.com/file/d/11fks0h9O9e5oW-gcHp8Ylrl-TrgKY143/view,Treatment,"Therapy, Mental Health, Self-education",For parents who are trying to find a therapist in Maine or get a diagnosis for a mental health challenge and they don't know where to start,,,,0.2556
Get an IEP from school,65,ADDitude Magazine,A popular periodical with helpful articles and tips for parenting children with ADHD and living with ADHD as an adult,Website,https://www.additudemag.com/,Neurodiversity,"ADHD, IEP, Parenting",Parents are seeking help with raising a child with ADHD or have ADHD themselves,,ADDitude Magazine,,0.2522
Get an IEP from school,31,Training: Transition to Kindergarten,A 45-minute video about what to expect and how to proactively parent when your child is undergoing one of their major developmental milestones - the transition from preschool years to kindergarten!,Video,https://www.mpf.org/transition-to-kindergarten/,Transitions,,Child is between 3 and 6 years old,,Maine Parent Federation,,0.251
