test_case,resource_id,resource_title,resource_description,resource_type,resource_source,resource_category,resource_topics,resource_recommend_if,resource_state,resource_organization,resource_default_navigator_note,similarity_score
Find a family therapist,,MaineCare Benefits Manual,Links to chapters for Maine medical assistance and services provided by the Department of Health and Human Services. ,Website,https://www.maine.gov/sos/rulemaking/agency-rules/mainecare-benefits-manual,Insurance,"{, D, i, r, e, c, t, o, r, i, e, s, }",Wanting more information about specific areas in MaineCare benefits and services,Maine,Department of the Secretary of State,,0.1811
Find a family therapist,,Healthy People 2030 Objectives & Data,Health objectives chosen based on national data to improve health and the well-being nationwide. ,Website,https://odphp.health.gov/healthypeople/objectives-and-data,Mental Health,"{, "", P, r, o, g, r, e, s, s,  , M, o, n, i, t, o, r, i, n, g, "", ,, S, e, l, f, -, E, d, u, c, a, t, i, o, n, }",Parents looking for data and health objectives based on recent U.S. trends. ,,Office of Disease Prevention & Health Promotion,,0.1646
Find a family therapist,,Special Education Laws & Regulations,Laws and regulations based upon individuals with disabilities related to education. ,Website,https://www.maine.gov/doe/cds/muser,School Supports,"{, S, e, l, f, -, E, d, u, c, a, t, i, o, n, ,, D, i, s, a, b, i, l, i, t, y, ,, L, a, w, s, }",Parents who want to learn more about laws and regulations about special education for those with disability.,Maine,Maine Department of Education,,0.1639
Find a family therapist,,Is your PLOP a Flop?,Brief blog post about formal establishment of a student's baseline performance and how it relates to subsequent IEP progress monitoring.,Article,https://www.wrightslaw.com/blog/is-your-plop-a-flop/,School Supports,"{, I, E, P, ,, "", P, r, o, g, r, e, s, s,  , M, o, n, i, t, o, r, i, n, g, "", ,, C, a, r, e, g, i, v, i, n, g, }",Parents are unsure of or not confident about progress from their child's IEP.,,,,0.1619
Find a family therapist,,Maine Department of Education,"Homepage to Maine DOE with resources for Maine students, event calendars, and news articles. ",Website,https://www.maine.gov/doe/home,School Supports,"{, S, e, l, f, -, E, d, u, c, a, t, i, o, n, ,, S, e, l, f, -, D, i, s, c, o, v, e, r, y, }",Parents who are looking for educational resources and events within Maine. ,Maine,Maine Department of Education,,0.1458
Find a parent support group,,Support Group for Parents with Children with Complex Healthcare Needs,A group for parents to hear and be understood regarding the challenges they face caring for their children with complex health conditions.,Program,https://www.mpf.org/event/support-group-for-parents-and-caregivers-of-children-with-complex-medical-needs-12/,Self-care,"{, }",Parents of children with health conditions are looking for support ,,Maine Parent Federation,,0.6028
Find a parent support group,,Autism Society of Maine - Groups,"A directory of youth, adult, and caregiver support groups offered through the Autism Society of Maine",Program,https://www.asmonline.org/programs/asm-groups/,Self-care,"{, "", A, u, t, i, s, m,  , S, p, e, c, t, r, u, m, "", ,, C, a, r, e, g, i, v, i, n, g, }","Youth or adults with Autism Spectrum, or their caregivers, are looking for support",,,,0.5311
Find a parent support group,,PEERS - Program for the Education and Enrichment of Relational Skills,"[This is a fee-based service] Online, evidence-based therapist-facilitated group sessions to help teens, young adults, and adults learn social skills to help them develop healthy friendships, dating strategies, and improved confidence and success with other interpersonal interactions. Focus is on social growth, not ""masking.""",Program,https://sgroups.com/peers-ucla/,Treatment,"{, "", S, o, c, i, a, l,  , P, r, a, g, m, a, t, i, c,  , C, o, m, m, u, n, i, c, a, t, i, o, n,  , D, i, s, o, r, d, e, r, "", ,, S, P, C, D, ,, A, D, H, D, ,, A, S, D, ,, N, e, u, r, o, d, i, v, e, r, s, i, t, y, ,, F, r, i, e, n, d, s, h, i, p, s, ,, D, a, t, i, n, g, ,, "", I, n, t, e, r, p, e, r, s, o, n, a, l,  , s, k, i, l, l, s, "", }","Parents have a teen, young adult, or adult child who has been diagnosed with ASD, SPCD, ADHD, or identifies as neurodiverse and has trouble in social settings",,"SGroups, UCLA - PEERS",,0.4435
Find a parent support group,,"Jess Adam, LMHC, LMFT, RYT",Marriage & Family Therapist,Program,https://www.psychologytoday.com/us/therapists/jess-adam-portland-me/332308,Treatment,"{, }","Parents are seeking help with maintaining spousal/partner relationships or healthy, loving family dynamics",,,,0.4291
Find a parent support group,,Finding You Therapy Programs,"Individual, Couples, and Family Therapy and coaching directed by Dr. Brad Reedy, PhD, a nationally-renowned  psychologist, author, and veteran in the parent-child dynamic involved with youth mental health challenges. Utah-based, in-person and remote services available",Program,https://www.findingyouprograms.com/leadership,Treatment,"{, }","Young adults and parents in need of individual or family therapy or coaching services, adult couples in need of couples therapy",,,,0.4258
Find a parent support group,,How to find a provider toolkit,"A toolkit PDF created by NAMI Maine that describes the different types of providers, questions to ask providers, and where to get started",Document,https://drive.google.com/file/d/11fks0h9O9e5oW-gcHp8Ylrl-TrgKY143/view,Treatment,"{, T, h, e, r, a, p, y, ,, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", ,, S, e, l, f, -, e, d, u, c, a, t, i, o, n, }",For parents who are trying to find a therapist in Maine or get a diagnosis for a mental health challenge and they don't know where to start,,,,0.4246
Find a parent support group,,Hearty Roots,Adventure-based youth programming that fosters social-emotional development and healthy relationships with self and others.,Organization,https://www.heartyroots.org/,Social Services,"{, }",Parents are looking in Maine for an outdoors-based experiential learning environment for their child's social-emotional growth,,,,0.4243
Find a parent support group,,Attachment & Attuned Parenting,"2-hr. digital seminar to:
- Characterize the three types of non-secure attachment and describe how they manifest in parenting styles that limit parent/child connection.
- Categorize how caregiver presence and attuned parenting fosters resilience in children.
- Assess the four “S’s” of attachment and relate their significance to clinicians and educators.",Video,https://mindsightinstitute.com/item/attachment-attuned-parenting-163636,Parenting,"{, A, t, t, a, c, h, m, e, n, t, ,, A, t, t, u, n, e, m, e, n, t, }",Parents are entangled with their children's lives in an unhealthy way or if they are concerned with being unable to meet their children's nurturing needs. Especially helpful for parents of neurodiverse children,,"Dr. Dan Siegel, MD / MindSight Institute",,0.4013
Find a parent support group,,CHADD (Children & Adults with Attention Deficit/Hyperactivity Disorder),Association dedicated to advocacy and assistance for people with ADHD,Website,https://chadd.org/,Neurodiversity,"{, A, D, H, D, }",Parent has a child with ADHD or has ADHD themself,,CHADD,,0.3903
Find a parent support group,,"How to Use a ""Parent IEP Attachment""","A useful tactic for recording parent IEP requests, the school's response, and outcomes. ",Article,https://www.wrightslaw.com/advoc/tips/Judy_IEP_Attachment.html,School Supports,"{, I, E, P, ,, "", I, E, P,  , s, t, r, a, t, e, g, i, e, s, "", ,, p, a, r, e, n, t, i, n, g, ,, c, a, r, e, g, i, v, i, n, g, }",When parents want to make requests for their child's IEP or when they have made requests and are frustrated with the results.,,,,0.3776
Find a parent support group,,Maine Parent Federation,"Organization sponsored by the federal Department of Education Office of Special Education Services to provide information and resources to parents of children with disabilities recognized under the Individuals with Disabilities Education Act (i.e., IDEA) and/or the Rehabilitation Act Section 504. Specializing in disabilities commonly recognized as qualifying for special education or '504 Plan' Accommodations and other state services.",Organization,https://www.mpf.org/,Social Services,"{, }","When parents are from Maine and their child has an IEP or 504 Plan, or they are considering or should consider requesting one",,,,0.3757
Find a parent support group,,PsychologyToday,One of the most comprehensive directories of mental health therapists. You can filter for therapists in your location that accept your insurance and specialize in the your needs or your child's needs.,Website,https://www.psychologytoday.com/us/therapists/,Treatment,"{, T, h, e, r, a, p, y, ,, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", ,, D, i, r, e, c, t, o, r, i, e, s, }",For anyone looking for a therapist near them that takes their insurance,,,,0.3744
Find a parent support group,,5 Reasons Parents Play a Key Role in the IEP Process,A quick and reassuring read about why parents belong in the room with at least equal standing at IEP meetings. ,Article,https://www.understood.org/en/articles/playing-a-role-in-the-iep-process,School Supports,"{, P, a, r, e, n, t, i, n, g, ,, I, E, P, }",Parents are unsure of or not confident about their role in the IEP process for their child(ren).,,,,0.3732
Find a parent support group,,Healthy Lincoln County,"Nonprofit organization serving Lincoln County with a mission to build healthy, thriving communities. They offer Substance Use Prevention services, nutrition education, and meals programs.",Organization,https://www.healthylincolncounty.org/,Social Services,"{, "", S, u, b, s, t, a, n, c, e,  , A, b, u, s, e, "", ,, "", N, u, t, r, i, t, i, o, n,  , E, d, u, c, a, t, i, o, n, "", ,, "", F, o, o, d,  , A, s, s, i, s, t, a, n, c, e, "", }",Parents have children in Maine's Lincoln County and are looking for healthcare or social support services,,,,0.3723
Find a parent support group,,Penquis Community Action Program,"Nonprofit organization serving Penobscot, Piscataquis, and Knox Counties with a mission to prevent, reduce, or eliminate poverty. Offering programs and initiatives that serve this mission by helping individuals and families with basic needs such as child care, parent coaching, and resource-finding for healthcare, disability care, ageing, and social services.",Organization,https://www.penquis.org/who-we-are/,Social Services,"{, }","Parents are in Maine's Penobscot, Piscataquis, or Knox Counties and are looking for social supports and services for themselves or their children",,,,0.3649
Find a parent support group,,"8 Steps to Better IEP Meetings: Play Hearts, Not Poker",Tactical guide for parents participating in the IEP process.,Article,https://www.wrightslaw.com/advoc/articles/iep.bollero.hearts.htm,School Supports,"{, I, E, P, ,, "", I, E, P,  , d, y, n, a, m, i, c, s, "", ,, p, a, r, e, n, t, i, n, g, ,, c, a, r, e, g, i, v, i, n, g, }",Parents are unsure of or not confident about the interpersonal dynamics of the IEP process.,,,,0.3635
Find a parent support group,,ADDitude Magazine,A popular periodical with helpful articles and tips for parenting children with ADHD and living with ADHD as an adult,Website,https://www.additudemag.com/,Neurodiversity,"{, A, D, H, D, ,, I, E, P, ,, P, a, r, e, n, t, i, n, g, }",Parents are seeking help with raising a child with ADHD or have ADHD themselves,,ADDitude Magazine,,0.3627
Find a parent support group,,Healthy Oxford Hills,Nonprofit community organization serving Oxford County with a mission to improve the quality of life for county residents.,Organization,https://www.mainehealth.org/mainehealth-stephens-hospital/healthy-communities-mainehealth-stephens-hospital/healthy-oxford-hills-mainehealth-stephens-hospital,Social Services,"{, }",Parents have children in Maine's Oxford County and are looking for health and social services or support,,,,0.3622
Find a parent support group,,Raising Arizona Kids,Directory of schools designed specifically for children with different types of special needs,Website,https://www.raisingarizonakids.com/special-needs-schools-arizona/,School Supports,"{, N, e, u, r, o, d, i, v, e, r, s, i, t, y, ,, E, d, u, c, a, t, i, o, n, ,, I, E, P, ,, "", S, p, e, c, i, a, l,  , e, d, u, c, a, t, i, o, n, "", }",Arizona students with mental health and neurodevelopmental disorders need alternatives to the public school they are in,Arizona,"Raising Arizona Kids, Inc.",,0.3504
Find a parent support group,,How to Handle Disagreements at IEP Meetings (or Playing 20 Questions with the Devil),"Tactics for making parent requests, assessing progress, and making adjustments in the IEP process.",Article,https://www.wrightslaw.com/advoc/guest/Kerr_Meetings_Progess.htm,School Supports,"{, "", I, E, P,  , s, t, r, a, t, e, g, i, e, s, "", ,, "", I, E, P,  , p, r, o, c, e, s, s, "", ,, I, E, P, ,, P, a, r, e, n, t, i, n, g, ,, C, a, r, e, g, i, v, i, n, g, }","Parents need guidance on how to be firm about requests, progress monitoring, and making adjustments to their child's IEP.",,,,0.3484
Find a parent support group,,Cornerstones of Maine,"Young adult residential, transitional living, and aftercare programs with residences in Biddeford, Kennebunkport, and Portland",Program,https://cornerstonesofmaine.com/,Transitions,"{, }","Young adults are in need of 24/7 care, supervised living after residential care, or are struggling to ""launch"" ",,,,0.3402
Find a parent support group,,Office of Special Education Programs,"Programs improving results for infants, toddlers, children and youth with disabilities ages birth through 21 by providing leadership and financial support to assist states and local districts.",Website,https://www.ed.gov/about/ed-offices/osers/osep,School Supports,"{, "", S, p, e, c, i, a, l,  , E, d, u, c, a, t, i, o, n, "", ,, P, r, o, g, r, a, m, s, ,, C, a, r, e, g, i, v, i, n, g, }",For parents looking for programs to help support children with disability. ,,U.S. Department of Education,,0.3399
Find a parent support group,,Is Your Child Making Progress in Special Ed?,A brief article about progress monitoring and requesting adjustments when needed.,Article,https://www.wrightslaw.com/blog/is-your-child-making-progress-in-special-ed/,School Supports,"{, I, E, P, ,, C, a, r, e, g, i, v, i, n, g, }",Parents are unsure of or not confident about timely progress from their child's IEP.,,,,0.3393
Find a parent support group,,Shine Advocacy,Collective of educational advocates serving families in AZ,Organization,https://shineadvocacy.com/meet-our-team/,School Supports,"{, e, d, u, c, a, t, i, o, n, ,, I, E, P, ,, a, d, v, o, c, a, c, y, }",Parents are in Arizona and have an IEP for their child/children in Arizona schools,Arizona,Shine Advocacy,,0.336
Find a parent support group,,Knox Clinic | Mental Health Services,"In-person and virtual counseling, short-term behavioral health support, and health management sessions in Rockland, ME.",Program,https://knoxclinic.org/about-us/your-mid-coast-health-net/,Treatment,"{, T, h, e, r, a, p, y, ,, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", }","For parents near Rockland, ME who are looking for mental health services",,,,0.335
Find a parent support group,,Goblin Tools,"Website with handy tools and tips for helping with executive function and social challenges. Good for breaking down tasks, refining conversational and text tone, more",Tool,https://goblin.tools/,Neurodiversity,"{, "", S, o, c, i, a, l,  , c, h, a, l, l, e, n, g, e, s, "", ,, A, D, H, D, ,, S, P, C, D, ,, P, D, A, ,, "", E, x, e, c, u, t, i, v, e,  , f, u, n, c, t, i, o, n, "", }",Parents have a child(ren) with executive function or social challenges,,Goblin Tools,,0.3349
Find a parent support group,,Amble Therapy,"Mental health counseling for teen and young adult Mainers seeking relief from anxiety, trauma, and burnout. Services include (but don't have to be) ""Walk & Talk"" therapy, where therapeutic modalities are incorporated while you enjoy and connect to the outdoors. Based in Portland, ME. In-person and remote offerings",Program,https://www.ambletherapy.com/,Treatment,"{, }","Young adults or parents of teens are seeking therapy to address anxiety, trauma, and/or burnout. Does not accept insurance.",,,,0.3318
Find a parent support group,,MaineHealth Behavioral Health,"Locations of MaineHealth's behavioral health services, where you can find access to mental health care and other behavioral health services.",Program,https://www.mainehealth.org/care-services/behavioral-health-care,Treatment,"{, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", ,, T, h, e, r, a, p, y, }",For parents of children in Maine looking for mental and behavioral health care services,,,,0.3285
Find a parent support group,,"Doing Your Homework: Your Child's IEP, Your State's Standards and Progress in the General Education Curriculum",What parents should know and lean on when assessing their child's baseline performance and IEP progress goals.,Article,https://www.wrightslaw.com/heath/progress.curriculum.htm,School Supports,"{, I, E, P, ,, "", I, E, P,  , p, r, o, g, r, e, s, s, "", ,, C, a, r, e, g, i, v, i, n, g, ,, "", I, E, P,  , g, o, a, l, s, "", }","Parents are unsure of or not confident about their role in the IEP process for their child(ren), or when parents need information about how IEP assessments and goals should be established.",,,,0.3261
Find a parent support group,,IDEA ,Directory of IDEA (Individuals with Disabilities Education Act) topics.,Website,https://search.usa.gov/search?utf8=✓&affiliate=ncd-gov&query=IDEA,School Supports,"{, D, i, r, e, c, t, o, r, i, e, s, ,, S, e, l, f, -, E, d, u, c, a, t, i, o, n, ,, D, i, s, a, b, i, l, i, t, y, }",Parents want to learn more about IDEA topics and federal monitoring. ,,National Council on Disability ,,0.3236
Find a parent support group,,Training: Maine DHHS & DOE School-Based Services Guidance,Approximately 1-hr video on School-Based special education services with Q&A featuring leaders from MaineCare and the Maine Department of Education.,Video,https://www.mpf.org/dhhs-mdoe-school-based-guidance/,School Supports,"{, }","When parents are from Maine and their child has an IEP, or they are considering or should consider requesting one",,Maine Parent Federation,,0.3221
Find a parent support group,,Brighter Heights Maine | Behavioral Health,"Outpatient therapy, Case Management, Daily Living Skills, Medication Management, and Substance Use Counseling in Maine for children and adults. They accept MaineCare and self-pay only. Locations in Rockland, Yarmouth, Bangor, and Belfast.",Program,https://www.bh-maine.com/program/behavioral-health/,Treatment,"{, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", ,, T, h, e, r, a, p, y, ,, "", S, u, b, s, t, a, n, c, e,  , U, s, e,  , C, o, u, n, s, e, l, i, n, g, "", ,, "", C, a, s, e,  , M, a, n, a, g, e, m, e, n, t, "", }","For parents in Maine near Rockland, Yarmouth, Bangor, or Belfast who have MaineCare and have children struggling with mental health or substance abuse challenges.",,,,0.3186
Find a parent support group,,Office of Special Education and Rehabilitative Services ,"Programs and resources to improve early childhood, educational, and employment outcomes and raise expectations for all people with disabilities, their families, their communities, and the nation.",Website,https://www.ed.gov/about/ed-offices/osers,School Supports,"{, P, r, o, g, r, a, m, s, ,, D, i, s, a, b, i, l, i, t, y, ,, C, a, r, e, g, i, v, i, n, g, }",For families who are facing challenges with someone with a disability. ,,U.S. Department of Education,,0.3179
Find a parent support group,,Special Education & Advocacy,Up-to-date information about special education law and advocacy for children with disabilities.,Website,https://www.wrightslaw.com,School Supports,"{, L, a, w, s, ,, D, i, s, a, b, i, l, i, t, y, }",Parents want information about the most recent acts in special education law and learn about advocacy. ,,Wrightslaw,,0.3156
Find a parent support group,,Apraxia Kids,"An organization dedicated to helping children and families cope with childhood apraxia of speech, a condition where the child generally understands language and knows what they want to say, but has trouble forming the words to verbalize it to others",Organization,https://www.apraxia-kids.org/,Social Services,"{, "", s, p, e, e, c, h,  , d, i, s, o, r, d, e, r, "", ,, "", c, o, m, m, u, n, i, c, a, t, i, o, n,  , d, i, s, o, r, d, e, r, "", }",,,Apraxia kids,"This site has information, resources, and parent groups for families with children diagnosed with childhood apraxia of speech.",0.3113
Find a parent support group,,OPI Life Coaching ,Life coaching program for young adults who are stuck in unproductive thoughts and behaviors which interfere with their health and ability to be self-reliant.,Website,https://www.optimumperformanceinstitute.com/young-adult-treatment/independent-living-program/life-coaching/,Transitions,"{, "", Y, o, u, n, g,  , A, d, u, l, t, s, "", ,, C, a, r, e, e, r, ,, S, e, l, f, -, d, i, s, c, o, v, e, r, y, }","Young adults who are looking for career and life coaching, self-discovery help, and who might be resistant to traditional therapy.",,,,0.3112
Find a parent support group,,Virtual Recovery Resources | SAMHSA,"A PDF list of virtual recovery programs and resources for a wide variety of challenges, including Alcohol Abuse, Marijuana Abuse, Mental Illness, and other.",Article,https://www.samhsa.gov/sites/default/files/virtual-recovery-resources.pdf,Treatment,"{, "", S, u, b, s, t, a, n, c, e,  , A, b, u, s, e, "", ,, R, e, c, o, v, e, r, y, ,, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", ,, "", V, i, r, t, u, a, l,  , P, r, o, g, r, a, m, s, "", }",For young adults struggling with substance abuse,,,,0.3074
Find a parent support group,,What is a 504 Plan?,Helpful text description and 4-minute video about what a 504 plan is and how it is implemented to help your child learn at school.,Article,https://www.understood.org/en/articles/what-is-a-504-plan,School Supports,"{, A, D, H, D, ,, "", 5, 0, 4,  , p, l, a, n, "", ,, A, c, c, o, m, o, d, a, t, i, o, n, s, }",Parents have a child with ADHD or learning disability and wish to optimize their child's school environment,,Understood.org,,0.3011
Find a parent support group,,"Dr. Alexis Wilbert, Psy.D.","Psychologist specializing in treating youth with eating disorders, anxiety, and perfectionism. Telehealth practice only. Private-pay, out-of-network provider.",Program,https://www.dralexiswilbert.com/,Treatment,"{, }","Parents have children in Maine who need treatment for eating disorders, anxiety, or perfectionism.",,,,0.2998
Find a parent support group,,Developmental Milestones,Learn more about milestones throughout child development from 2 months to 5 years provided by the CDC.,Website,https://www.cdc.gov/act-early/milestones/?CDC_AAref_Val=https://www.cdc.gov/ncbddd/actearly/milestones/index.html,Neurodiversity,"{, P, a, r, e, n, t, i, n, g, ,, D, e, v, e, l, o, p, m, e, n, t, }",For parents wondering what milestones they should be looking for throughout their child's development. ,,CDC,,0.2968
Find a parent support group,,Brighter Heights Maine | Residential Housing,Providing homes that support adults living with developmental disabilities and qualify for housing through MaineCare Section 21 waiver. Locations in Westbrook and Winthrop.,Program,https://www.bh-maine.com/program/residential-housing/,Social Services,"{, H, o, u, s, i, n, g, ,, T, r, a, n, s, i, t, i, o, n, s, }",For parents near Westbrook and Winthrop in Maine who are looking for residential care for their children with developmental disabilities.,,,,0.2959
Find a parent support group,,Ikigai Overview,"A framework for thinking about life's purpose, meaning, and your place in it",Article,https://psychsafety.com/ikigai/,Transitions,"{, S, e, l, f, -, d, i, s, c, o, v, e, r, y, ,, "", Y, o, u, n, g,  , A, d, u, l, t, s, "", ,, T, r, a, n, s, i, t, i, o, n, s, }","For caregivers of young adult children who are struggling with career decisions, life decisions, or existential questions",,,,0.2937
Find a parent support group,,Kennebec Valley Community Action Program (KVCAP),"Nonprofit organization serving Kennebec, Lincoln, Sagadahoc, and Somerset Counties with a mission to prevent, reduce, or end poverty. Helps families find community-based services for living.",Organization,https://www.kvcap.org/,Social Services,"{, }","Parents have children in Maine's Kennebec, Lincoln, Sagadahoc, or Somerset Counties and are looking for support services",,,,0.2895
Find a parent support group,,"Adult Mental Health, Know When to get Help","Help understanding how mental health conditions are identified in adults - Patterns in thoughts, feelings and behaviors can suggest when to get help for yourself or someone you care about.",Article,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/mental-health/art-20044098,Mental Health,"{, A, d, u, l, t, s, ,, S, e, l, f, -, D, i, s, c, o, v, e, r, y, }",Those who need help understanding how mental health conditions are identified in adults.,,Mayo Clinic,,0.289
Find a parent support group,,Education is Special ,A 55-minute video about the special education process and system in Maine,Video,https://www.mpf.org/education-is-special-a-guide-to-special-education-in-maine/,School Supports,"{, }","When parents are from Maine and their child has an IEP, or they are considering or should consider applying for special education for their child",,Maine Parent Federation,,0.2882
Find a parent support group,,Northern Light Health Behavioral Health Services,"A directory of services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",Program,https://northernlighthealth.org/BehavioralServices,Treatment,"{, "", m, e, n, t, a, l,  , h, e, a, l, t, h, "", ,, n, e, u, r, o, d, e, v, e, l, o, p, m, e, n, t, a, l, ,, "", b, e, h, a, v, i, o, r, a, l,  , h, e, a, l, t, h, "", ,, d, i, a, g, n, o, s, i, s, ,, t, r, e, a, t, m, e, n, t, ,, g, r, o, u, p, s, }",,Maine,Northern Light Health,"This is a directory of behavioral health services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",0.2875
Find a parent support group,,Alcohol Use Disorder | Standard of Care,"An article describing the standard of care treatment for Alcohol Use Disorder, which includes recommended treatment for varying levels of severity of Alcohol Use Disorder.",Article,https://www.ncbi.nlm.nih.gov/books/NBK561234/,Treatment,"{, "", A, l, c, o, h, o, l,  , U, s, e,  , D, i, s, o, r, d, e, r, "", ,, "", S, u, b, s, t, a, n, c, e,  , A, b, u, s, e, "", ,, T, r, e, a, t, m, e, n, t, }",For parents of young adults with alcohol use disorder looking to better understand treatment options,,,,0.2858
Find a parent support group,,Communication for a Lifetime,"The link provided takes you to the public-facing resources, including learning materials and provider directories, offered by the US's professional association of healthcare providers who serve people with speech, language, and hearing disorders. ",Website,https://www.asha.org/public/,Neurodiversity,"{, "", c, o, m, m, u, n, i, c, a, t, i, o, n,  , d, i, s, o, r, d, e, r, "", ,, s, p, e, e, c, h, ,, h, e, a, r, i, n, g, }",,,American Speech-Language-Hearing Association (ASHA),"This is full of useful information about communication disorders, including hearing impairment, and has links to providers throughout the US. ",0.2845
Find a parent support group,,Adult ADHD | Standards of Care,An article describing the standards of care for ADHD and includes the evidence-based treatment approaches that you should be considering for a young adult with ADHD,Article,https://www.aafp.org/family-physician/patient-care/prevention-wellness/emotional-wellbeing/adhd-toolkit/treatment-and-management.html,Treatment,"{, A, D, H, D, ,, T, r, e, a, t, m, e, n, t, ,, "", Y, o, u, n, g,  , A, d, u, l, t, s, "", }",For parents with ADHD or who have young adults with ADHD who want to better informed about treatment options,,,,0.2845
Find a parent support group,,Due Process Case Outcomes,Hearings of alleged violations of the IDEA requirements with case decisions. ,Tool,https://www.maine.gov/doe/learning/specialed/dueprocess/decisions,School Supports,"{, S, e, l, f, -, E, d, u, c, a, t, i, o, n, }",Those who want to learn about violations of IDEA and what to look out for. ,Maine,Maine Department of Education,,0.282
Find a parent support group,,Training: Transition to Kindergarten,A 45-minute video about what to expect and how to proactively parent when your child is undergoing one of their major developmental milestones - the transition from preschool years to kindergarten!,Video,https://www.mpf.org/transition-to-kindergarten/,Transitions,"{, }",Child is between 3 and 6 years old,,Maine Parent Federation,,0.2736
Find a parent support group,,Insurance Requirements for Children with ASD,Current practice requirements and regulations state-by-state compilation of state insurance mandates. ,Website,https://www.asha.org/advocacy/state/,Insurance,"{, S, e, l, f, -, E, d, u, c, a, t, i, o, n, ,, P, o, l, i, c, i, e, s, }",Parents want more information about insurance mandates for children with ASD.,Maine,American Speech-Language-Hearing Association ,,0.2727
Find a parent support group,,Special Education Laws & Regulations,Laws and regulations based upon individuals with disabilities related to education. ,Website,https://www.maine.gov/doe/cds/muser,School Supports,"{, S, e, l, f, -, E, d, u, c, a, t, i, o, n, ,, D, i, s, a, b, i, l, i, t, y, ,, L, a, w, s, }",Parents who want to learn more about laws and regulations about special education for those with disability.,Maine,Maine Department of Education,,0.2707
Find a parent support group,,Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR),"Resources and text about mental disorders (DSM-5-TR) with review of the impact of racism and discrimination on the diagnosis and manifestations of mental disorders. It helps define and classify mental disorders, which can improve diagnoses, treatment, and research.",Tool,https://www.psychiatry.org/psychiatrists/practice/dsm,Mental Health,"{, D, i, s, o, r, d, e, r, s, ,, D, i, r, e, c, t, o, r, i, e, s, }",Parents who want to learn more about (DSM-5-TR).,,American Psychiatric Association ,,0.2692
Find a parent support group,,Is your PLOP a Flop?,Brief blog post about formal establishment of a student's baseline performance and how it relates to subsequent IEP progress monitoring.,Article,https://www.wrightslaw.com/blog/is-your-plop-a-flop/,School Supports,"{, I, E, P, ,, "", P, r, o, g, r, e, s, s,  , M, o, n, i, t, o, r, i, n, g, "", ,, C, a, r, e, g, i, v, i, n, g, }",Parents are unsure of or not confident about progress from their child's IEP.,,,,0.2688
Find a parent support group,,Overview of Neurodevelopmental Disorders,Neurodevelopmental disorders refers to a group of disorders that begin in childhood. They affect the development and function of the brain. They may impact a child's interactions or functioning at home or school or in the community.  This article defines what a neurodevelopmental disorder is and the different types.,Article,https://www.psychiatry.org/patients-families/neurodevelopment-disorders,Neurodiversity,"{, "", N, e, u, r, o, d, e, v, e, l, o, p, m, e, n, t, a, l,  , D, i, s, o, r, d, e, r, s, "", ,, A, u, t, i, s, m, ,, A, D, H, D, ,, S, e, l, f, -, e, d, u, c, a, t, i, o, n, }",For parents of children with neurodevelopmental disorders who are working on better understanding their child's diagnosis better,,,,0.2681
Find a parent support group,,Maine Department of Education,"Homepage to Maine DOE with resources for Maine students, event calendars, and news articles. ",Website,https://www.maine.gov/doe/home,School Supports,"{, S, e, l, f, -, E, d, u, c, a, t, i, o, n, ,, S, e, l, f, -, D, i, s, c, o, v, e, r, y, }",Parents who are looking for educational resources and events within Maine. ,Maine,Maine Department of Education,,0.2634
Find a parent support group,,Training: Katie Beckett Waiver,Pre-recorded 33-minute video about the Katie Beckett Waiver and how to apply.,Video,https://www.mpf.org/katie-beckett-medical-waiver/,Insurance,"{, }","When parents are from Maine and their income is a barrier to Medicaid eligibility for the family, but their child has a qualifying disability",,Maine Parent Federation,,0.2535
Find a parent support group,,American Society of Addiction Medicine (ASAM) Care Levels,"Comprehensive set of standards for placement, continued service, and transfer of patients with addiction and co-occurring conditions.",Website,https://www.asam.org/asam-criteria/about-the-asam-criteria,Substance Abuse,"{, A, d, d, i, c, t, i, o, n, }",Those who want to learn about addiction and standards for placement and care of patients. ,,American Society of Addiction Medicine ,,0.2478
Find a parent support group,,Rural Mental Health,Learning about the struggles and challenges of mental health in rural communities and frequently asked questions about mental health resources in these areas. ,Website,https://www.ruralhealthinfo.org/topics/mental-health,Mental Health,"{, S, u, i, c, i, d, e, ,, S, t, a, t, i, s, t, i, c, s, }",Those facing mental health struggles who live in rural areas. ,,Rural Health Information Hub,,0.2438
